2015/01/29,10:02:06,2282148002243093,プログラム,20150128,
2015/01/29,10:03:17,2291149000006480,プログラム,20150128,
2015/01/29,10:13:20,2291141022655224,プログラム,20150128,
2015/01/29,10:13:29,2291141022655224,プログラム,20150128,
2015/01/29,10:17:48,2282115009316344,プログラム,20150128,
2015/01/29,10:19:42,2282148006315777,プログラム,20150128,
2015/01/29,10:19:42,2282147001982320,プログラム,20150128,
2015/01/29,10:22:55,2282146000001017,プログラム,20150128,
2015/01/29,10:24:18,2282148006315777,プログラム,20150128,
2015/01/29,10:27:48,2291149000006480,プログラム,20150128,
2015/01/29,10:28:51,2291149000006480,プログラム,20150128,
2015/01/29,10:29:40,2291149000006480,プログラム,20150128,
2015/01/29,10:30:27,2291149000006480,プログラム,20150128,
2015/01/29,10:37:20,2282143001568984,プログラム,20150128,
2015/01/29,10:43:02,2291144002474565,プログラム,20150128,
2015/01/29,10:43:52,2291144002474565,プログラム,20150128,
2015/01/29,10:44:11,2291145004853776,プログラム,20150128,
2015/01/29,10:45:24,2282148002355101,プログラム,20150128,
2015/01/29,10:49:12,2282148004546838,プログラム,20150128,
2015/01/29,10:53:54,2282149005881200,プログラム,20150128,
2015/01/29,10:55:12,2282146023219704,プログラム,20150128,
2015/01/29,10:57:59,2282141021193278,プログラム,20150128,
2015/01/29,11:04:58,2282143011749752,プログラム,20150128,
2015/01/29,11:08:08,2282143009869224,プログラム,20150128,
2015/01/29,11:12:17,2282147023382688,プログラム,20150128,
2015/01/29,11:19:19,2291149000006480,プログラム,20150128,
2015/01/29,11:20:04,2291149000006480,プログラム,20150128,
2015/01/29,11:22:47,2291193001051152,プログラム,20150128,
2015/01/29,11:25:47,2282143011749752,プログラム,20150128,
2015/01/29,11:26:33,2282110009733137,プログラム,20150128,
2015/01/29,11:33:00,2282149005881200,プログラム,20150128,
2015/01/29,11:40:15,,プログラム,20150128,
2015/01/29,11:40:24,2290147003767680,プログラム,20150128,
2015/01/29,11:40:44,2282115009316344,プログラム,20150128,
2015/01/29,11:40:46,2290147003767680,プログラム,20150128,
2015/01/29,11:41:58,2282142007493778,プログラム,20150128,
2015/01/29,11:43:10,2291146015113969,プログラム,20150128,
2015/01/29,11:47:13,2282140007244675,プログラム,20150128,
2015/01/29,11:48:29,2282148009541838,プログラム,20150128,
2015/01/29,11:49:09,2282147023308096,プログラム,20150128,
2015/01/29,11:49:43,2291149002578230,プログラム,20150128,
2015/01/29,11:50:27,2291149000006480,プログラム,20150128,
2015/01/29,11:51:44,2282115009316344,プログラム,20150128,
2015/01/29,11:52:49,2291149000006480,プログラム,20150128,
2015/01/29,12:02:06,2291149000006480,プログラム,20150128,
2015/01/29,12:03:48,2282141015790462,プログラム,20150128,
2015/01/29,12:07:26,2282147023308096,プログラム,20150128,
2015/01/29,12:09:15,2282147023308096,プログラム,20150128,
2015/01/29,12:09:57,2282147023308096,プログラム,20150128,
2015/01/29,12:10:46,2282147023308096,プログラム,20150128,
2015/01/29,12:16:57,2291143008099172,プログラム,20150128,
2015/01/29,12:22:14,2282145009360788,プログラム,20150128,
2015/01/29,12:30:31,2282142007493778,プログラム,20150128,
2015/01/29,12:30:37,2282142007493778,プログラム,20150128,
2015/01/29,12:35:18,2282142007493778,プログラム,20150128,
2015/01/29,12:49:27,2291193000636492,プログラム,20150128,
2015/01/29,12:50:15,2282149013701480,プログラム,20150128,
2015/01/29,12:55:48,2282147023308096,プログラム,20150128,
2015/01/29,12:55:56,2282142007493778,プログラム,20150128,
2015/01/29,13:01:33,2290197000916248,プログラム,20150128,
2015/01/29,13:01:43,2290197000916248,プログラム,20150128,
2015/01/29,13:02:44,2282147000806904,プログラム,20150128,
2015/01/29,13:04:49,2282142007493778,プログラム,20150128,
2015/01/29,13:10:22,2291149002578230,プログラム,20150128,
2015/01/29,13:23:45,2291196001018556,プログラム,20150128,
2015/01/29,13:24:30,2290197000903144,プログラム,20150128,
2015/01/29,13:25:38,2282147004444032,プログラム,20150128,
2015/01/29,13:36:14,2291196001018556,プログラム,20150128,
2015/01/29,13:38:03,2290144000938875,プログラム,20150128,
2015/01/29,13:51:51,2282148000346002,プログラム,20150128,
2015/01/29,13:54:04,2282148000346002,プログラム,20150128,
2015/01/29,14:02:03,2290192000896143,プログラム,20150128,
2015/01/29,14:02:18,2290192000896143,プログラム,20150128,
2015/01/29,14:06:27,2282141006327516,プログラム,20150128,
2015/01/29,14:15:09,2291149002578230,プログラム,20150128,
2015/01/29,14:17:35,2291149002578230,プログラム,20150128,
2015/01/29,14:19:03,2282142024939170,プログラム,20150128,
2015/01/29,14:21:54,2291148005363281,プログラム,20150128,
2015/01/29,14:26:03,,プログラム,20150128,
2015/01/29,14:26:08,2282143018399376,プログラム,20150128,
2015/01/29,14:31:36,2282147008305952,プログラム,20150128,
2015/01/29,14:31:41,2282141005717296,プログラム,20150128,
2015/01/29,14:32:02,2290147003767680,プログラム,20150128,
2015/01/29,14:32:08,,プログラム,20150128,
2015/01/29,14:33:15,2282142024939170,プログラム,20150128,
2015/01/29,14:33:37,2290147003767680,プログラム,20150128,
2015/01/29,14:34:57,2291148005363281,プログラム,20150128,
2015/01/29,14:35:23,2290147003767680,プログラム,20150128,
2015/01/29,14:40:26,2282196000978213,プログラム,20150128,
2015/01/29,14:41:57,2281114012181950,プログラム,20150128,
2015/01/29,15:05:42,2290192000896143,プログラム,20150128,
2015/01/29,15:07:53,2290142004400514,プログラム,20150128,
2015/01/29,15:08:29,2290142004400514,プログラム,20150128,
2015/01/29,15:11:49,2282148011661945,プログラム,20150128,
2015/01/29,15:19:07,2290111005485786,プログラム,20150128,
2015/01/29,15:22:05,2282196000978213,プログラム,20150128,
2015/01/29,15:23:04,2281119010614270,プログラム,20150128,
2015/01/29,15:26:01,2282144000063455,プログラム,20150128,
2015/01/29,15:28:06,2282144000063455,プログラム,20150128,
2015/01/29,15:29:19,2282142013771633,プログラム,20150128,
2015/01/29,15:31:11,2282146017791673,プログラム,20150128,
2015/01/29,15:35:25,2282146017791673,プログラム,20150128,
2015/01/29,15:38:06,2282142003602096,プログラム,20150128,
2015/01/29,15:38:08,2281142010782654,プログラム,20150128,
2015/01/29,15:39:27,2282145022846788,プログラム,20150128,
2015/01/29,15:40:02,2282146017791673,プログラム,20150128,
2015/01/29,15:41:22,2281142010782654,プログラム,20150128,
2015/01/29,15:41:59,2291141015978856,プログラム,20150128,
2015/01/29,15:42:43,2282140002348774,プログラム,20150128,
2015/01/29,15:44:55,2282147003438976,プログラム,20150128,
2015/01/29,15:45:28,2281142010782654,プログラム,20150128,
2015/01/29,15:46:13,2282143015329084,プログラム,20150128,
2015/01/29,15:46:40,2282143015329084,プログラム,20150128,
2015/01/29,15:53:44,2290195000907370,プログラム,20150128,
2015/01/29,15:59:18,2291145004853776,プログラム,20150128,
2015/01/29,16:09:45,2290197000916248,プログラム,20150128,
2015/01/29,16:26:58,2282145009584138,プログラム,20150128,
2015/01/29,16:27:17,2291140016527976,プログラム,20150128,
2015/01/29,16:29:04,2291196001018556,プログラム,20150128,
2015/01/29,16:29:24,,プログラム,20150128,
2015/01/29,16:29:56,2291140016527976,プログラム,20150128,
2015/01/29,16:30:08,2291140016527976,プログラム,20150128,
2015/01/29,16:30:44,2291140016527976,プログラム,20150128,
2015/01/29,16:34:29,2281111008389582,プログラム,20150128,
2015/01/29,16:35:29,2282144004966995,プログラム,20150128,
2015/01/29,16:36:14,2291196001018556,プログラム,20150128,
2015/01/29,16:37:23,2282145009584138,プログラム,20150128,
2015/01/29,16:40:44,2282145003106228,プログラム,20150128,
2015/01/29,16:40:49,2290192000896143,プログラム,20150128,
2015/01/29,16:42:28,2282145003106228,プログラム,20150128,
2015/01/29,16:46:26,2282144004966995,プログラム,20150128,
2015/01/29,16:46:56,2291140016527976,プログラム,20150128,
2015/01/29,16:48:01,2291140016527976,プログラム,20150128,
2015/01/29,16:51:20,2282145009584138,プログラム,20150128,
2015/01/29,16:51:23,2282145003106228,プログラム,20150128,
2015/01/29,16:52:24,2290192000896143,プログラム,20150128,
2015/01/29,16:53:56,2290192000896143,プログラム,20150128,
2015/01/29,17:01:50,2290114008706605,プログラム,20150128,
2015/01/29,17:02:24,2291140016527976,プログラム,20150128,
2015/01/29,17:02:45,2291140016527976,プログラム,20150128,
2015/01/29,17:06:46,2282145009584138,プログラム,20150128,
2015/01/29,17:08:07,2282147008321080,プログラム,20150128,
2015/01/29,17:09:23,2291140016527976,プログラム,20150128,
2015/01/29,17:10:58,2282145009584138,プログラム,20150128,
2015/01/29,17:12:50,2282145009584138,プログラム,20150128,
2015/01/29,17:13:03,2290114008706605,プログラム,20150128,
2015/01/29,17:13:52,2281140009049481,プログラム,20150128,
2015/01/29,17:16:05,2291140016527976,プログラム,20150128,
2015/01/29,17:16:17,2281140009049481,プログラム,20150128,
2015/01/29,17:17:35,2282144004966995,プログラム,20150128,
2015/01/29,17:17:54,2282145009584138,プログラム,20150128,
2015/01/29,17:22:29,2282144004966995,プログラム,20150128,
2015/01/29,17:29:26,2282147015574168,プログラム,20150128,
