2014/01/29,8:14:49,sa11111111,,,プログラム,20140128,
2014/01/29,8:15:27,sa11111111,,,プログラム,20140128,
2014/01/29,20:17:21,,15891701,,プログラム,20140128,
2014/01/30,11:29:38,SA11111111,,,プログラム,20140128,
2014/01/30,11:41:55,SA11111111,,,プログラム,20140128,
2014/01/30,12:43:45,24712301,,,プログラム,20140128,
2014/01/30,19:13:12,25247501,,,プログラム,20140128,
2014/01/30,21:16:28,SA10700401,,,プログラム,20140128,
2014/01/30,22:40:09,SA29093502,,,プログラム,20140128,
2014/01/31,13:27:39,SA10700401,,,プログラム,20140128,
2014/01/31,16:04:20,36539801,,,プログラム,20140128,
2014/01/31,16:04:45,36539801,,,プログラム,20140128,
2014/01/31,16:18:01,36539801,,,プログラム,20140128,
2014/01/31,17:33:15,28737801,,,プログラム,20140128,
2014/01/31,20:05:25,SA16108601,,,プログラム,20140128,
2014/02/01,10:19:16,SA09577301,,,プログラム,20140128,
2014/02/02,11:18:29,SA08204101,,,プログラム,20140128,
2014/02/02,15:27:05,SA19407301,,,プログラム,20140128,
2014/02/03,17:37:22,36952301,,,プログラム,20140128,
2014/02/04,18:12:32,SA13186001,,,プログラム,20140128,
2014/02/04,18:12:42,SA13186001,,,プログラム,20140128,
2014/02/04,18:14:29,SA13186001,,,プログラム,20140128,
2014/02/04,18:14:35,SA13186001,,,プログラム,20140128,
2014/02/05,14:48:00,SA17544001,,,プログラム,20140128,
2014/02/05,15:38:23,SA17544001,,,プログラム,20140128,
2014/02/05,15:38:44,SA17544001,,,プログラム,20140128,
2014/02/06,9:48:07,SA36512302,,,プログラム,20140128,
2014/02/06,15:18:21,SA17544001,,,プログラム,20140128,
2014/02/06,20:16:01,SA31145301,,,プログラム,20140128,
2014/02/06,20:25:26,SA11111111,,,プログラム,20140128,
2014/02/07,13:46:33,SA32994501,,,プログラム,20140128,
2014/02/07,13:49:51,SA32994501,,,プログラム,20140128,
2014/02/07,13:50:15,SA32994501,,,プログラム,20140128,
2014/02/07,15:26:57,36781001,,,プログラム,20140128,
2014/02/07,16:04:29,sa04823501,,,プログラム,20140128,
2014/02/07,16:04:53,sa04823501,,,プログラム,20140128,
2014/02/07,21:35:55,36730201,,,プログラム,20140128,
2014/02/08,15:27:24,10283801,,,プログラム,20140128,
2014/02/08,15:48:36,10283801,,,プログラム,20140128,
2014/02/10,12:12:36,sa17544001,,,プログラム,20140128,
2014/02/10,12:12:44,sa17544001,,,プログラム,20140128,
2014/02/10,12:17:48,sa17544001,,,プログラム,20140128,
2014/02/10,12:19:23,sa17544001,,,プログラム,20140128,
2014/02/10,13:17:50,sa17544001,,,プログラム,20140128,
2014/02/10,13:41:48,sa17544001,,,プログラム,20140128,
2014/02/10,13:49:54,sa17544001,,,プログラム,20140128,
2014/02/10,14:31:55,33463701,,,プログラム,20140128,
2014/02/10,14:33:48,33463701,,,プログラム,20140128,
2014/02/10,15:48:29,SA03987901,,,プログラム,20140128,
2014/02/10,16:02:58,sa17544001,,,プログラム,20140128,
2014/02/10,16:04:19,sa17544001,,,プログラム,20140128,
2014/02/10,16:04:57,sa17544001,,,プログラム,20140128,
2014/02/10,16:07:42,sa17544001,,,プログラム,20140128,
2014/02/10,17:09:56,sa22638501,,,プログラム,20140128,
2014/02/10,17:16:17,sa17544001,,,プログラム,20140128,
2014/02/10,17:17:06,sa17544001,,,プログラム,20140128,
2014/02/10,17:17:39,sa17544001,,,プログラム,20140128,
2014/02/10,17:19:24,sa17544001,,,プログラム,20140128,
2014/02/11,11:45:52,SA15577301,,,プログラム,20140128,
2014/02/12,10:27:39,33479501,,,プログラム,20140128,
2014/02/12,16:36:21,24634501,,,プログラム,20140128,
2014/02/12,19:14:04,SA12160001,,,プログラム,20140128,
2014/02/12,19:14:10,SA12160001,,,プログラム,20140128,
2014/02/14,12:20:35,SA33055201,,,プログラム,20140128,
2014/02/14,16:00:51,SA19918901,,,プログラム,20140128,
2014/02/15,13:31:32,SA15577301,,,プログラム,20140128,
2014/02/18,9:49:03,03834401,,,プログラム,20140128,
2014/02/18,9:49:09,03834401,,,プログラム,20140128,
2014/02/21,11:22:25,sa04087901,,,プログラム,20140128,
2014/02/21,11:22:38,sa04087901,,,プログラム,20140128,
2014/02/24,17:14:55,03834401,,,プログラム,20140128,
2014/02/24,19:55:49,SA11111111,,,プログラム,20140128,
2014/02/26,0:05:52,,,SOUP0070,プログラム,20140128,
2014/02/26,6:33:37,SA33045201,,,プログラム,20140128,
2014/03/02,15:53:18,33741101,,,プログラム,20140128,
2014/03/03,14:51:09,SA11111111,,,プログラム,20140128,
2014/03/03,17:56:28,27297601,,,プログラム,20140128,
2014/03/07,12:04:27,36360401,,,プログラム,20140128,
2014/03/10,2:35:34,21231101,,,プログラム,20140128,
2014/03/11,9:32:58,SA35030001,,,プログラム,20140128,
2014/03/11,15:33:26,sa11111111,,,プログラム,20140128,
2014/03/11,15:33:26,SA01221401,,,プログラム,20140128,
2014/03/11,15:37:48,SA01221401,,,プログラム,20140128,
2014/03/11,15:45:48,SA01221401,,,プログラム,20140128,
2014/03/12,21:14:28,33515301,,,プログラム,20140128,
2014/03/13,14:37:42,SA10700401,,,プログラム,20140128,
2014/03/14,10:47:03,03834401,,,プログラム,20140128,
2014/03/14,15:54:19,33834901,,,プログラム,20140128,
2014/03/14,16:09:08,33834901,,,プログラム,20140128,
2014/03/14,16:09:44,33834901,,,プログラム,20140128,
2014/03/14,16:52:48,06924001,,,プログラム,20140128,
2014/03/16,13:08:57,SA04087901,,,プログラム,20140128,
2014/03/16,13:10:12,SA04087901,,,プログラム,20140128,
2014/03/17,2:12:07,20573101,,,プログラム,20140128,
2014/03/17,19:47:46,SA11323601,,,プログラム,20140128,
2014/03/18,11:19:30,SA13529301,,,プログラム,20140128,
2014/03/18,11:32:51,13529301,,,プログラム,20140128,
2014/04/11,15:24:04,SA08254701,,,プログラム,20140128,
2014/04/24,20:08:56,10651001,,,プログラム,20140128,
2014/04/24,20:24:07,10651001,,,プログラム,20140128,
2014/05/07,11:51:33,03834401,,,プログラム,20140128,
2014/05/07,11:56:09,03834401,,,プログラム,20140128,
2014/05/21,14:22:29,SA11111111,,,プログラム,20140128,
2014/05/21,14:24:46,SA11111111,,,プログラム,20140128,
2014/05/29,20:29:44,04638001,,,プログラム,20140128,
2014/06/16,11:40:09,37970401,,,プログラム,20140128,
2014/06/16,11:54:10,37970401,,,プログラム,20140128,
2014/06/16,12:04:59,37970401,,,プログラム,20140128,
2014/07/06,14:38:06,23564401,,,プログラム,20140128,
2014/07/25,17:42:51,10651001,,,プログラム,20140128,
2014/07/25,17:47:32,10651001,,,プログラム,20140128,
2014/08/11,23:34:50,33055201,,,プログラム,20140128,
2014/08/18,12:11:06,13186001,,,プログラム,20140128,
2014/08/18,12:13:07,13186001,,,プログラム,20140128,
2014/08/18,18:52:34,10651001,,,プログラム,20140128,
2014/08/18,18:55:17,10651001,,,プログラム,20140128,
2014/08/18,18:58:47,10651001,,,プログラム,20140128,
2014/09/10,11:06:52,38263801,,,プログラム,20140128,
2014/09/10,11:07:26,38263801,,,プログラム,20140128,
2014/10/06,15:11:28,SA35005201,,,プログラム,20140128,
2014/10/08,23:19:26,SA33055201,,,プログラム,20140128,
2014/11/12,23:28:50,25247501,,,プログラム,20140128,
2014/11/13,23:58:08,25247501,,,プログラム,20140128,
2014/11/19,17:40:34,25247501,,,プログラム,20140128,
2014/11/20,11:12:34,02062601,,,プログラム,20140128,
2014/12/01,19:44:24,SA11111111,,,プログラム,20140128,
2014/12/05,15:47:11,04638001,,,プログラム,20140128,
2015/02/06,6:28:14,21231101,,,プログラム,20140128,
2015/04/30,16:22:35,SA13186001,,,プログラム,20140128,
2015/04/30,16:24:55,SA13186001,,,プログラム,20140128,
2016/06/16,15:17:24,09931201,,,プログラム,20140128,
2016/07/01,18:05:15,13186001,,,プログラム,20140128,
2017/03/10,19:17:54,13186001,,,プログラム,20140128,
